name,vat,street,street2,city,zip,phone,mobile,email,is_company,customer_rank
ENALTEC LABS PRIVATE LIMITED,27AABCE5821H1ZS,"1706,17th Floor, Kesar Solitaire,, Plot No. 5, Sector -19, Sanpada",Navi Mumbai,NAVI MUMBAI,400705,,,,True,1
ENALTEC LABS PVT.LTD,,"PLOT NO.61, ADDNL AMBERNATH","ANAND NAGAR,M.I.D.C.AMBERNATH (E)",THANE,421506,67507000\130,,accounts@enelteclabs.co.in,True,1
ENALTEC LABS PVT.LTD. (KARNATAKA LL UNIT,29AABCE5821H1ZO,"C/o AZAKEM LABS PRIVATE LIMITED, PLOT NO. 97 & 98","KOLHAR IND AREA, BIDAR,",KARNATAKA,,,,,True,1
ENHOMA SPECIALITY,27ACJPG3275G2ZK,"GALA NO.A-F/3,1ST FLOOR,, CRESENT IND-ESTATE,CHINCHPADA","WALIV ROAD,GOKHIWARE,VASAI (EAST)",VASAI,401208,9892204437,98922044371/971558312117,specialityenhoma@gmail.com,True,1
ENNGEES INTERNATIONAL,27AGCPM6300M1ZD,"208,MATHARU ARCADE,, 32,SUBHASH ROAD,",VILE PARLE (E),MUMBAI,400057,2266914331/32,,,True,1
ENNGEES INTRA-CHEM,27AAEFE6754H1Z9,"208 MATHARU ARCADE, 32 SUBHASH ROAD",VILE PARLE -EAST,MUMBAI,400057,,,pharma_bsm@hotmail.com,True,1
ENNGEES PHARMA,,"208,MATHARU ARCADE,, 32,SUBHASH ROAD,",VILE PARLE (E),MUMBAI,400057,2266914331/32,,,True,1
ENZAL CHEMICALS (INDIA) LTD.,,"PLOT NO.2803/2804,, PHASE-III,","GIDC ESTATE,",PANOLI,394116,02646-272191/272206/7,9322964220/9594726709,,True,1
EPOCH LABS,36BKWPP7693D2Z9,"PLOT NO.229,, NAVODAYA COLONY,","CHARLAPALLI,PHASE-5,",RANGAREDDY,500051,,9493857112,epoch@epoch-labs.com,True,1
ESDEE PAINTS LIMITED MORAIYA - II,24AAACE1378A1Z9,"PLOT NO - 5, SURVEY NO 407/P, SARKHEJ-BAWLA ROAD,","TAL-SANAND-AHMEDABAD,MORAIYA",MORAIYA,382213,,,purchase@esdeepaints.com,True,1
ESDEE PAINTS LIMITED VATVA,24AAACE1378A1Z9,"2013 PHASE IV, G I D C, VATVA INDUSTRIAL ESTATE,",AHMEDABAD,VATVA,382445,,079 2583 0857,,True,1
ESDEE PAINTS LTD,27AAACE1378A1Z3,"D20/2, TTC INDUSTRIAL AREA,, MIDC, TURBHE",NAVI MUMBAI,NAVI MUMBAI,400705,2768 4936,,purchase@esdeepaints.com,True,1
ESDEE PAINTS LTD MORAIYA-1,24AAACE1378A1Z9,"PLOT NO.103-108 & 153-158, MAHAGUJARAT IND ESTATE","SARKHEJ-BAWLA RD,TAL-SANAND,AHM",MORAIYA,382213,,,,True,1
ESDEE POLYMER INDUSTRIES,27ABOPT2540H1ZD,"278,SAMUEL STREET,, 2 ND FLOOR, ROOM NO-14",MUMBAI,MUMBAI,400003,40232329,,esdeepi@gmail.com,True,1
ESDEE POLYMER INDUSTRIES(SHIP TO AW),27ABOPT2540H1ZD,"AISHWARYA LOGISTICS, D-3 JAY SHREE RAM COMPLEX","PURNA VILLAGE,NEAR NANDA NILLI TALAV",BHIWANDI,421302,,,,True,1
ESHWARPHARMACEUTICALS PVT.LTD,36AACCE1509R1ZE,"SY NO.180/2,,, KAZIPALLY VILLAGE","ZINNARAM MANDAL,",MEDAK DIST,,91-40-66021212,,eshwarpharma@gmail.com,True,1
ESPEE INDUSTRIES,27BEZPP7183P1Z1,"PLOT NO.-75, KSHIRSAGAR COMPOUND,, HOTGI ROAD, MAJAREWADI,",SOLAPUR,SOLAPUR,413224,,+91 7774969555,espeechemicals@gmail.com,True,1
ESS ESS CHEMITECH PRIVATE LIMITED,08AABCE8691F1ZE,"G-1/564,KHUSKHERA,, RIICO INDSUTRIAL AREA,",BHIWADI,BHIWADI RAJASTHAN,301019,,,,True,1
ESSARR ENTERPRISES,33AHYPS2484B1Z0,"38/24, PARTHASARATHY STREET,, PURASAWALKAM,",CHENNAI,CHENNAI,600007,+91-91769 70512,-91-94443 36191,,True,1
ESTER INDUSTRIES LTD,05AAACE0119K1Z3,"SOHAN NAGAR,, P.O.CHARUBETA,","KHATIMA,","DISTT.UDHAM SINGH NAGAR,",262308,+91 - 124-4572174,+91 9958090034,prideman.handoo@ester.in,True,1
ETERNIS FINE CHEMICALS LIMITED,27AAACH3757J1ZE,"PLOT NO.9,, TAL.DAUND,","MIDC KURKUMBH,",PUNE,413802,2117-236100,,kiran.bondkar@eternis.com,True,1
EVENTS CORPORATION UNIT II,02AADFE6738N1Z9,"VILL-OGLI,, NAHAN ROAD,","KALAAMB,",DISTT-SIRMOUR,173030,,8894308832,eventsacc02@gmail.com,True,1
EVONIC INC,,"VIKAS PARADISE,, TOWER-1,A-603,","L.B.S.ROAD,MULUND (W)",MUMBAI,400080,,,,True,1
EXCEL INDUSTRIES LIMITED,27AAACE2488F1ZO,"PLOT NO.112,20/1 OS-2,, DHATAV,ROAD NO.A-1,",,ROHA-RAIGAD,402116,02194-262100/263701/263708,,xlroha@excelind.com,True,1
EXCEL PLANTS & EQUIPMENT PVT LTD,27AABCE9737A1ZR,"GAT NO.611/1/2,MOUJE-KURULI,, CHAKAN",TAL:KHED,DIST:PUNE,410501,02135-679701/02/19/21/22,9145524917,ashtavinayakpuffinsulation@gmail.com,True,1
EXCELLENCE RESINS,09DQXPS6884L1Z9,"C-172,MAJOR DHYAN CHAND NAGAR,, DELHI ROAD,",,MEERUT,,,SHOBIT SINGHAL 9758666606,scc157@rediffmail.com,True,1
EXPANDED POLYMER SYSTEMS PRIVATE LIMITED,27AABCE8627R1ZX,"C-44/1 & 2,C-45/3,, T.T.C.INDUSTRIAL AREA,MIDC,","PAWNE VILLAGE,VASHI,",NAVI MUMBAI,400705,27680303/0404/7670838/39\30914300PIYA,30914300/30914317/30914327,priya@expanded.co.in,True,1
EXPANDED POLYMERS SYSTEMS PVT LTD,24AABCE8627R1Z3,"PLOT CH-10,GIDC,, NEAR LUNA CHEMICALS,","BHARUCH DAHEJ ROAD,TAL.VAGRA,",BHARUCH,392130,91-2641257679,,purchase@expanded.co.in,True,1
EXXON CHEMICALS,27AANPS8027L1ZY,"3/10,LAXMI NIWAS,, 38,ELPHINSTONE ROAD,",,MUMBAI,400013,,9820322257/9820538283,exxonche@gmail.com,True,1
FAB FLAVOURS & FRAGRANCES PVT LTD,07AAACF0281D1Z6,"14/18,, NANGLI SAKRAWATI EXTENTION",NEW DELHI,NEW DELHI,110043,,,manish@fabflavours.com,True,1
FABULA COATINGS,27AGGPD0969B1ZQ,"W-14,PHASE-II, M.I.D.C.",DOMBIVALI (E),DIST: THANE,421020,,,fabulacoatings@gmail.com,True,1
FABULA COATINGS INDIA PRIVATE LIMIED,27AADCF5301R1ZD,"GUT NO.9, VILLAGE VARDHA,, GROUP GRAM PANCHAYAT , SARPRONDE","MAGATHANE, TAL. WADA, DIST PALGHAR",PALGHAR,421303,,,sales@fabulacoatings.com,True,1
FABULA COATINGS INDIA PRIVATE LIMITED,27AADCF5301R1ZD,"G 1 KOTHARI COLLEGE COMPOUND, OPP. TIKUJINI WADI WHITE GATE",THANE,THANE,400610,,9920802668,sales@fabulacoatings.com,True,1
FABULA COATINGS INDIA PVT LTD (KHOPOLI),27AADCF5301R1ZD,"AT VILLAGE TEMBEWADI HONAD,, SURVEY NO,34,PROPERTY NO.225,","TAL-KHALAPUR, DIST-RAIGAD-410203",RAIGAD,410203,,,fabulacoatings@gmail.com,True,1
FAITH INDUSTRIES PVT.LTD,24AAACF2967J1ZK,"BLOCK NO.1148,, UMA CONVERTER LANE,","VILLAGE SANTEJ,TAL.KALOL",DIST.GANDHINAGAR,382721,079-26870890-91,,procurement@faith.org.in,True,1
FAME CHEMICALS,27AALHA4246B1ZN,"B-202,HARMONY HOMES CHS LTD,, ASHOK CHAKRAVARTI ROAD,ASHOK NAGAR","OPP DAMODARWADI, KANDIVALI -EAST",MUMBAI,400101,9323299933,9323299933,famechemicals@gmail.com,True,1
FARMACHEM LIFE PVT.LTD,27AABCF2009E1Z7,"501,SWASTIK CHAMBERS,, 9,S V ROAD,","VILE PARLE (W),",MUMBAI,400056,26185050,,sales@farmachem.co.in,True,1
FERGUSON CHEMICALS,,"PLOT NO.6217/1,2&3,, NEAR DIAMOND DYE CHEM LTD.,","G.I.D.C.,INDUSTRIAL ESTATE,",ANKLESHWAR,393002,02646-238637,09328337836(N.G.RAMANI),nalinfc@hotmail.com,True,1
FEUKEM INDIA PVT.LTD.,06AAECF5248A1Z1,"KHASRA NO.2098,, BARAHI ROAD,VILLAGE-BARAHI,","BAHADURGARH,","DIST JHAJJAR,HARYANA",124507,,,,True,1
FIBRE POLY GLASS,29AAAFF2153K1ZG,"235H,  III PHASE, BOMMASANDRA INDUSTRIAL AREA",BANGALORE,BANGALORE,560099,"080-27808111,27808112",,fibrepg@gmail.com,True,1
FINE AIRSYS,27AABFF0090Q1Z7,"PLOT NO.16,, VASAI MUNCIPAL INDUSTRIAL ESTATE,","PAPDI,UMELA PHATA,VASAI (W),",DIST:PALGHAR,401207,0250-2391371/2390329,09323205207/09503053400,fineairsys@gmail.com,True,1
FINE FINISH ORGANICS PVT LTD,27AAACF0674L1ZI,"PLOT NO.29,, NEW CHEMICALS ZONE","M.I.D.C. , TALOJA,",DIST:RAIGAD,410208,022-27411329,,purchase1@finefinish.net,True,1
FINE FINISH ORGANICS PVT LTD.,27AAACF0674L1ZI,"PLOT NO.76,, NEW CHEMICAL ZONE,","M.I.D.C.,TALOJA,",DIST.RAIGAD,410208,022-27411329,,purchase1@finefinish.net,True,1
FINE FRAGRANCES PVT.LTD,,"FACTORY at PLOT NO.3706/B,, GIDC,",ANKLESHWAR,DIST.BHARUCH,393002,02646-221702,,finefrag@vsnl.com,True,1
FINE O CHEM PVT LTD,24AAACF4206E1ZB,"304,POICHA RANIA ROAD,, VILL.POICHA,","TAL.SAVLI,",GUJRAT,391121,,9825258696,fineochem@gmail.com,True,1
FINE ORGOKEM PVT LTD,27AAGCM0855N1Z2,"PLOT NO . A/146,MIDC, TEMBHURNI ,, TAL. MADHA",DIST .SOLAPUR,SOLAPUR,413211,41231331/49709131,,,True,1
FINEOTEX CHEMICAL LIMITED,27AAACF8360M1Z9,"A-699 TTC INDUSTRIAL AREA, MIDC",MAHAPE,NAVI MUMBAI,400710,26559174,9867749399,mayurpatel@fineotex.com,True,1
FINEOTEX CHEMICAL LIMITED A-102,27AAACF8360M1Z9,"A-102,MIDC,, TTC INDUSTRIAL AREA,","MAHAPE,",NAVI MUMBAI,,9867749399,9867749399,mayurpatel@fineotex.com,True,1
FINEOTEX CHEMICAL LIMITED A-665,27AAACF8360M1Z9,"A-665 T T C INDUSTRIAL AREA, MIDC",MAHAPE,NAVI MUMBAI,400710,,9867749399,mayurpatel@fineotex.com,True,1
FINEOTEX CHEMICALS,,"A-699 TTC INDUSTRIAL AREA,, MIDC,","MAHAPE,",NAVI MUMBAI,,022-27780730/27782052,,dipali@fineotex.com,True,1
FIRE SAFETY DEVICES PVT LTD,06AAACF5853F1ZS,"PLOT NO.307, SECTOR-59 PART II,",FARIDABAD,FARIDABAD,121004,0129-2288196/97/98,9899766300,fcfsd@yahoo.in,True,1
FLAVAROMA FLAVOURS & FRAGRANCES PVT  LTD,24AAACF7790D1ZQ,"PLOT NO.1704/2,, PHASE IV, G.I.D.C, WADHWAN,",GUJARAT,GUJARAT,363035,,+912752241523,purchase@flavaroma.com,True,1
FLORA CHEMICALS,27AAUPS5732M1ZR,"621,REENA COMPLEX,, NATHANI LANE",VIDYAVIHAR (W),MUMBAI,400086,67554190/65751012,9967749877,support@florachemicals.com,True,1
FLORA CHEMICALS RESOURCES LLP,27AAGFF8286R1ZE,"D-609,NEELKANTH BUSINESS PARK, NATHANI LANE",VIDHYAVIHAR - WEST,MUMBAI,400086,67554189/67413021/35111020,,support@florachemicals.com,True,1
FLOSIL-BET COATINGS (INDIA) PVT.LTD,33AACCF6389G1ZI,"# 40,VELICHAI VILLAGE,, VANDALUR-KELAMBAKKAM ROAD,",CHENNAI,TAMIL NADU,600048,,07358052666,md@flosil-bet.com,True,1
FLOWCRETE INDIA PVT LTD,33AABCF5569M1ZA,"NO.523-A,BLOCK., PERAMBAKKAM HIGH ROAD,MANNUR VILLAGE","SRIPERUMBUDUR TALUK,KANCHEEPURAM DIST",TAMILNADU,602105,044 71012555,,PapathiS@flowcrete.com,True,1
FOAM INDUSTRIES,,"2501/1 GIDC HALOL,, ",PANCHMAHAL,GUJRAT,,,0260 0978902351,sureshpatel6856@yahoo.com,True,1
FOAMTECH ANTIFIRE COMPANY,05AAJPG3790L1ZG,"PLOT NO.18,SEC-1 B,, SIDCUL INDUSTRIAL AREA,","BHEL COMPLEX,",HARIDWAR(UTTARAKHAND),249407,011-270216153,9810266284,foamtechantifire@yahoo.com,True,1
FORACE POLYMERS PVT LTD,,"10TH KM STONE,, HARDWAR-DELHI ROAD,",,BAHADRABAD-HARDWAR,,,,Purchase@foracepolymers.in,True,1
FORBES PHARMACEUTICALS,27AAAFF5110A1ZA,"507,BUSINESS PARK,, DERASAR ROAD CORNER,","TILAK ROAD,GHATKOPAR (E),",MUMBAI,400077,21024041/42434243/23426542,,,True,1
FORTUNE CHEMIE,29AADFF0277B1ZR,"#23, 4TH CROSS,, THAYAPPA GARDEN",BILLEKAHALLI,BANGALORE,560076,08026487906/10,9035088680,accounts@sspoly.com,True,1
FOSROC CHEMICALS (INDIA) PRIVATE LIMITED,29AAACF2300D1ZC,"41st KM NH-4 KULUVANAHALLI POST,, NELAMANGALA TALUK",BANGALORE,KARNATAKA,562111,,91 80 4252 1900 |,purchase.india@fosroc.com,True,1
FOSROC CHEMICALS (INDIA) PVT.LTD,29AAACF2300D1ZC,"41ST KM.NH4,KULUVANAHALLI POST, NELAMANGALA TALUKA,","RURAL DIST,BANGALORE",KARNATAKA,562111,,,Gireesh.Das@Fosroc.com,True,1
FREESIA CHEMICALS,27AABFF1762D1ZT,"PLOT NO.37 MORIVALI MIDC, AMBERNATH WEST",DIST THANE,THANE,421505,022-25652479,,,True,1
FRONT LINE MARKETING,,", ",,,,,,,True,1
FRP SERVICES & CO.INDIA PVT.LTD,,"F-104,ASCOT CENTRE,, SAHAR AIRPORT ROAD",ANDHERI (EAST),MUMBAI,400099,67822807,9819575286,indialogistics@frp.co..jp,True,1
FUJIFILM SERICOL INDIA PVT LTD,27AABCS0098L1Z2,"10/11 & 47/48/2,, B.U.BHANDARI INDL ESTATE AND","GAT NO.151/2-2,SANASWADITAL-SHIRUR,",PUNE,412208,91-2137-392500,,fsid.reception@fujifilm.com,True,1
FUSION RESIN SYSTEM,33ALOPH7317Q1ZJ,"17,PAZHANKOTTAI STREET,, POONAMALLEE",,CHENNAI,600056,,9382928578,fusionresinsystem@gmail.com,True,1
G,,", ",,,,,,,True,1
G DEVI,,", ",,PADMAVATI,,,,,True,1
G.B.CHEMICALS,27AUXPB4270E1ZI,"A/402, MAHALAXMI PALACE,, PLOT NO:27NDR, OPP BLDG NO:83,","TILAK NAGAR, CHEMBUR (W),",MUMBAI,400089,9223435600.,8108711315,gbchemicals1991@gmail.com,True,1
G.M.BIOCIDE PVT.LTD,27AAECG4280B1ZW,"SN.70/7/2/3 A,SHOP-12,, GREEN PARK,OPP.VIDHYAPITH,","GAJRAJ HOTEL,KATRAJ,",PUNE,411046,07588033403,9822016791,gmbiocides@gmail.com,True,1
G.P CHEMICALS,36AAGFG9821P1ZR,"REGD. OFFICE : 8-2-350/6/2, JS/2A,, VAMSIRAM JYOTHI SQUARE , ROAD NO. 03,","BANJARA HILLS,SHAIKPETVILLAGE, HYDERABAD",HYDERABAD,500034,,,,True,1
G.P.CHEMICALS,,"SURVEY NO:294 & 300,SRI VENKATESWARA, CO-OP ESTATE,,JEEDIMETLA VILLAGE,","QUTUBULLAHAPUR MUNCIPALLY,",R.R.DISTRICT,,09246184140,,,True,1
GADS FINE CHEM,24AAHFG0186A1ZY,"60,AJANTA IND-ESTATE,, VASNA-IYAVA,SANAND",DIST: AHMEDABAD,SANAND,382110,079-25735242\9879611754,AMIT-9879530997/SEV-9879611737,info.purnima507@gmail.com,True,1
GADS FINE CHEM UNIT II,,"162,165 SUDAMA IND.ESTATE,, NAROL,",,AHMEDABAD,382405,079-25735242,,gads@epoxypolymers.com,True,1
GALA CHEM,27AHOPG3612M1Z4,"PLOT NO.89,FLAT NO.06,, NEW GEETANJALI CHS,","S.R.LANE,",GHATKOPAR (EAST),400077,022-21024192,9323068088,gala_chemicals@yahoo.in,True,1
GALATA CHEMICALS INDIA PVT LTD,24AAECG0408P1ZN,"PLOT NO.30/A,GALA NO.A, 1ST FLOOR,GIDC,","1ST PHASE,",VAPI,396195,40320185,40320292,,True,1
GALAXY INDUSTRIES,24AAMFG1940P1Z2,"MILKAT NO. 5/96, SURVEY NO. 926,, UMARSADI VILLAGE",STATION ROAD GUJARAT,PARDI,396125,,,galaxyind108@gmail.com,True,1
GALAXY LABORATORIES PVT.LTD,27AAACG6614K1ZJ,"B-22, M.I.D.C., AURANGABAD INDUSTRIAL ARES,",RAILWAY STATION ROAD,AURANGABAD,431005,"0240-2376105,2376119",,shrikant.d@galaxylaboratories.com,True,1
GALAXY SURFACTANTS LTD,27AAACG1539P1ZB,"N46/1, 2 & N-231,, M.I.D.C.",TAPAPUR,BOISAR,401506,27616666\56134444,,Catalyst.chandgaonkar@galaxysurfactants.com,True,1
GANESH PLASTICS CORPORATION,24AAOFG4564B1ZJ,"PLOT NO. 17, SHARDAR INDUSTRIAL AREA,, NR.KIRTI INDUSTRIES, PADWALA",RAJKOT,RAJKOT,360024,,,,True,1
GANESH TRADING CO.,27AAAFG1036E1Z0,"NAVJIVAN BUILDING, 125/127, KAZI SAYED STREET,",MEZZANINE FLOOR,MASJID BUNDER (W) MUMBAI,400003,022-23429993,,info@ganeshchem.com,True,1
GARDEN FLAVOURS CO.PVT LTD.,27AACCG5817E1ZR,"W-275,R-951 & PAP-R-454, TTC INDL AREA, MIDC",RABALE,NAVI MUMBAI,400701,,,purchase.gfcpl@gmail.com,True,1
GARUDA CHEMICALS,27ACHPG2006R1ZH,"B-46 M.I.D.C,, LOTE PARSHURAM",TAL :KHED,DIST. RATNAGIRI,415722,99879 05443/8097853975,,gcrevenue@garudachem.com,True,1
GAURI DYE CHEM,27AAGPS2768H1ZA,"F/414, KAMLA NAGAR,, M.G.ROAD,","KANDIVALI(W ),",MUMBAI,400067,,9223432605,ajayshah333@yahoo.com,True,1
GAUTAM ENTERPRISE,27AADPD1908P1ZN,"12,KRISHNA KUNJ,, 148,P.K.ROAD,","MULUND(W),",MUMBAI,400080,25613500,9223433672,gautampurchase@gmail.com,True,1
GAUTAM INTERNATIONAL,,"11,BUDDHDEV COMPLEX,, SEVASHRAM ROAD,","PANCHBATTI,",BHARUCH,,,9898739352,,True,1
GAYATHRI CHEMICALS & AGENCIES,33AAGFG0635B1Z4,"NO.61, M.G.R. SALAI,, NAGALKENI, CHROMPET,",CHENNAI,CHENNAI,600044,,99400 54050,,True,1
GAYATRI COLOUR CHEM INDUSTRIES,24AFJPP0231N1ZF,"PHASE-II, G.I.D.C., VATVA",,AHMEDABAD,,,,naradatrade@yahoo.com,True,1
GAYATRI ENTERPRISES,27BIXPP8161R1ZU,"202 A WING , TULIP APT ROYAL COMPLEX, EKSAR ROAD BORIVALI WEST",MUMBAI,MUMBAI,400091,,9870759899,gayatrienterprises006@gmail.com,True,1
GAYATRI IMPEX,27ACEPY9209P1ZN,"D/302,VRINDAVAN GARDENS,, YASHWANT VIVA TOWNSHIP",NALLASOPARA-EAST,DIST-PALGHAR,401209,,9870997808,gayatriimpex1121@gmail.com,True,1
GAYATRI INDUSTRIES,27AICPM9371Q1ZF,"G -002 Kuber Bhuvan,Behind Kavita Dairy, Opp Bhagwati Hospital,","S.V Road, Borivali West,",Mumbai,400103,022-28950688,91 9821260877,gayatriindustries23@gmail.com,True,1
GAYATRI INDUSTRIES (BHIWANDI),27AICPM9371Q1ZF,"CHINTAMANI WAREHOUSE,12, Simla Compound, Near Garment Godown,Dal Mill Road,","Opp.J.K.Petrol Pump, Purna Village,Thane",Bhiwandi,421302,,,,True,1
GBL CHEMICAL LIMITED,27AAHCG5231B1Z0,"PLOT NO. D-5/2, M.I.D.C. TARAPUR,",DIST.PALGHAR,PALGHAR,401506,,9833175523,purch@ganeshgroup.com,True,1
GEM AROMATICS PVT LTD,26AAACG5135D1Z2,"PLOT NO.-2 , SURVEY NO.-16/4/2, NEAR ALOK INDUSTRIES",RAKHOLI,SILVASA,396230,25185231/25185931,-8483859999,nikhil@gemaromatics.in,True,1
GEM SYNTHETICS & POLYMER (INDIA),,"S-69/7A,-1 WAKAN PALI ROAD,, VILLAGE RABGAON,","TALUK:SUDHAGAD,",DIST.RAIGAD,410205,,,,True,1
GENSYNTH FINE CHEMICALS PVT.LTD,,"PLOT NO.220 & 239,PHASE-II,, IDA,PASHAMYLARAM,","PATANCHERU (M.D),",MEDAK (DIST),502307,"91-9490757600,91-40-32002164",,purchases@gensynthfinechem.com,True,1
GENSYNTH LABORATORIES PVT LTD,36AACCG2680D1ZV,"PLOT NO.220 & 239,PHASE-II,, IDA,PASHAMYLARAM,","PATANCHERU (M.D),",MEDAK (DIST),502307,"91-9490757600,91-40-32002164",,purchases@gensynthfinechem.com,True,1
GERMAN POLYMERS & COATINGS P LTD,33AABCG1253F1Z7,"S.NO.123, RAJIV GANDHI SALAI,, KANDANCHAVADI",CHENNAI,CHENNAI,600096,044 -43949600-49,9840923151,accounts@germanpolymers.in,True,1
GHAZIABAD CONTAINERS PRIVATE LIMITED,09AAACG3070F1ZW,"VILLAGE-BHOORGARI,, DASNA, GHAZIABAD,","Ghaziabad,",Ghaziabad,201001,011-43014911,,gcplppf@rediffmail.com,True,1
GIRDHAR RESINS PVT.LTD,27AAACG1373K1ZL,"R/98,T.T.C IND AREA,, THANE BELAPUR ROAD,","RABALE,",VASHI NAVI MUMBAI,400701,"23426809/10,66312037/38",,kkbang@mtnl.net.in,True,1
GLADE STONE AGENCIES PVT LTD,,", ",,,,,,,True,1
GLENFIN CHEMICALS PRIVATE LIMITED,27AABCG9298E1Z9,"PLOT NO.N-87 & 88,, M.I.D.C.",TARAPUR,DIST PALGHAR,401506,02525-645890,9765351866,marketing@glenfinchemicals.com,True,1
GLENMARK PHARMACEUTICALS LTD,24AAACG2207L1ZY,"PLOT NO.3109,, GIDC INDUSTRIAL ESTATE,",ANKLESHWAR,ANKLESHWAR,393002,,91 22 4018 9999 | (Extn) 1839,Sandeep.Madke@glenmarkpharma.com,True,1
GLINDIA CHEMICALS,24AABFG7168G1ZG,"PLOT NO. 4801/A/12, GIDC ESTATE",ANKLESHWAR,ANKLESHWAR,393002,9726931172,9726931172,glindiachem@gmail.com,True,1
GLOBAL CHEMICAL & MINERALS,24ALMPP3439K1ZP,"PLOT NO.332 LAXMI TRADERS COMPOUND, DABHOI ROAD, BARODA",BARODA,BARODA,390004,,9601275459,,True,1
GLOBAL CHEMIE,27ANWPS9891A1Z3,"OFFICE NO.59,MAHAVIR DARSHAN,, 5TH FLR,412,NARSHI NATHA STREET,","MASJID BUNDER (W),",MUMBAI,400009,022-23448886/40235626,9820839939,globalchemie@gmail.com,True,1
GLOBAL EXIM,27AADFG7968A1ZC,"301/302, Faiz-E-Qutbi Building,, 3rd Floor, 375, Narshi Natha Street",Masjid Bunder (W),Mumbai,400009,022-66369445/46,,smita@globaleximgroup.com,True,1
GLOBAL POLYURETHANES LLP,27AAKFG1412G1ZQ,"PLOT NO J-37,, M.I.D.C. AMBAD",,NASIK,422010,91253-6699939,,info@globalpuindia.com,True,1
GLOBAL POLYURETHANES LLP (BANGLORE),29AAKFG1412G1ZM,"113/3,6TH CROSS DODDANNA INDUSTRIAL,, ESTATE MAIN ROAD,SUNKADAKATTE,","VISHWAVEDAM,POST-PINIYA,","2ND STAGE,BANGLORE",560091,,9590722404/9880133209,,True,1
GLOBE CHEMIE,,"PLOT NO.55,STICE,, MUSALGAON,","TAL.SINNAR,",DIST:NASHIK,422103,91-20-32309500/64730705,,puneet@globechemie.co.in,True,1
GLOBE INDUSTRIES,27AACFG7264Q1ZR,"PLOT NO.42/43, SECTOR II.,, VASAI TAL INDL ESTATE,","GAURAI PADA,VASAI(E)",VASAI,401208,0250-2455403,,bholanath.yadav@cristol.co.in,True,1
GLOBE PRODUCTS,,"ANAND BHUVAN,, S.G.MARG,","(PRINCESS STREET) DAWAA BAZAR,",MUMBAI,400002,61521111/66312908,,,True,1
GLOCHEM INDUSTRIES PRIVATE LIMITED,36AAACG9134E1ZS,"BOLARAM,, SURVEY NO.174 TO 176,",,MEDAK DIST,502325,040-39219900,,lavanya.sharma@glochemindia.com,True,1
GLORY PHARMACHEM INDIA PVT LTD,,"PLOT NO.68-B,APIIC INDUSTRIAL PARK,, GAJULAMANDYAM,TIRUPATI,",RENIGUNTA (M),CHITOR (DIST),517520,,,glorypharmamkt@gmail.com,True,1
GLOW CHEM,24BTLPS1987D1ZC,"3 DHANLAXMI APT, DALAL COLONY,, RAMAN NAGAR,",MANINAGAR,AHMEDABAD,380008,,8866767209,,True,1
GLUCO CHEM INDUSTRIES,24AACFG6120F1ZZ,"N.H.NO.8, DUMRAL",,DIST; KHEDA,,0268-2553891\2553836,09898107828/9375104764,ferrochem999@yahoo.com,True,1
GOA PAINTS AND ALLIED PRODUCT PVT.LTD,30AACCG3336Q1ZL,"1ST FLOOR,DEMPO TRADE CENTRE, PATTO,","PANJIM GOA,",GOA,403001,0832-2437812,,purchase@goapaints.net,True,1
GOA PAINTS AND ALLIED PRODUCTS PVT LTD,30AACCG3336Q1ZL,"PLOT NO.280,, KUNDAM INDUSTRIAL ESTATE,",,KUNDAIM GOA,403115,7057328298,"purchase@goapaints.net,",purchase@goapaints.net,True,1
GODWISH CHEMICALS,24AATFG1163H1ZD,"PLOT NO C1 4768, GODWISH CHEMICALS, GIDC ESTATE",ANKLESHWAR,ANKLESHWAR,393002,,,,True,1
GOHIL DYE CHEM PVT. LTD. (B),27AAACG1347B1Z6,"C/O SHREE NATH TRANSPORT ,GALA NO. 1,, KRISHNA COMPOUND, OPP V TRANS",BEHIND RAHUL KATA VILLAGE BHIWANDI,BHIWANDI,421302,,,,True,1
GOHIL DYE CHEM PVT.LTD.,27AAACG1347B1Z6,"RED ADD :-D-419, NEELKANTH BUSINESS PARK, NR VIDYAVIHAR RAILWAY STATION",VIDHYAVIHAR WEST MUMBAI,MUMBAI,400086,022 62368899/62366688/62365588,,info@gohildyechem.com,True,1
GOLCHHA ENTERPRISES PVT LTD,,"GOLCHHA HOUSE,, GOUSHALA CHOWK,",JUGSALAI,JAMSHEDPUR,831006,0657-2291056/59,9431111890,golchhagroup@gmail.com,True,1
GOLCHHA INK INDUSTRIES,19AADFG9486B1Z6,"1ST FLOOR,LALKOTHI BLDG, 207-F,RABINDRA SARANI,","BURTALA CROSSING,KOLTATA",WESTBENGAL,700007,,,,True,1
GOLDEN ERA INDUSTRIES PVT LTD,24AAECG4073G1ZT,"3604,3606, G.I.D.C., SACHIN",,SURAT,394230,8980506008/7575006008/2399837/8/9,,mktgoldenera@gmail.com,True,1
GOLDEN FLAVOURS & FRAGRANCES PVT LTD,27AACCG5713F1ZU,"A/160,, MIDC,","PHASE-I,",DOMBIVALI EAST,,,,gffpvtltd@gmail.com,True,1
